Timestamp (EST),baseline.out.electricity.bath_fan.energy_consumption.kwh,baseline.out.electricity.ceiling_fan.energy_consumption.kwh,baseline.out.electricity.clothes_dryer.energy_consumption.kwh,baseline.out.electricity.clothes_washer.energy_consumption.kwh,baseline.out.electricity.cooking_range.energy_consumption.kwh,baseline.out.electricity.cooling.energy_consumption.kwh,baseline.out.electricity.dishwasher.energy_consumption.kwh,baseline.out.electricity.ext_holiday-light.energy_consumption.kwh,baseline.out.electricity.exterior_lighting.energy_consumption.kwh,baseline.out.electricity.extra_refrigerator.energy_consumption.kwh,baseline.out.electricity.fans_cooling.energy_consumption.kwh,baseline.out.electricity.fans_heating.energy_consumption.kwh,baseline.out.electricity.freezer.energy_consumption.kwh,baseline.out.electricity.garage_lighting.energy_consumption.kwh,baseline.out.electricity.heating.energy_consumption.kwh,baseline.out.electricity.heating_supplement.energy_consumption.kwh,baseline.out.electricity.hot_tub-heater.energy_consumption.kwh,baseline.out.electricity.hot_tub-pump.energy_consumption.kwh,baseline.out.electricity.house_fan.energy_consumption.kwh,baseline.out.electricity.interior_lighting.energy_consumption.kwh,baseline.out.electricity.plug_loads.energy_consumption.kwh,baseline.out.electricity.pool_heater.energy_consumption.kwh,baseline.out.electricity.pool_pump.energy_consumption.kwh,baseline.out.electricity.pumps_cooling.energy_consumption.kwh,baseline.out.electricity.pumps_heating.energy_consumption.kwh,baseline.out.electricity.pv.energy_consumption.kwh,baseline.out.electricity.range_fan.energy_consumption.kwh,baseline.out.electricity.recirc_pump.energy_consumption.kwh,baseline.out.electricity.refrigerator.energy_consumption.kwh,baseline.out.electricity.vehicle.energy_consumption.kwh,baseline.out.electricity.water_systems.energy_consumption.kwh,baseline.out.electricity.well_pump.energy_consumption.kwh,baseline.out.fuel-oil.heating.energy_consumption.kwh,baseline.out.fuel-oil.water_systems.energy_consumption.kwh,baseline.out.natural-gas.clothes_dryer.energy_consumption.kwh,baseline.out.natural-gas.cooking_range.energy_consumption.kwh,baseline.out.natural-gas.fireplace.energy_consumption.kwh,baseline.out.natural-gas.grill.energy_consumption.kwh,baseline.out.natural-gas.heating.energy_consumption.kwh,baseline.out.natural-gas.hot_tub-heater.energy_consumption.kwh,baseline.out.natural-gas.lighting.energy_consumption.kwh,baseline.out.natural-gas.pool_heater.energy_consumption.kwh,baseline.out.natural-gas.water_systems.energy_consumption.kwh,baseline.out.propane.clothes_dryer.energy_consumption.kwh,baseline.out.propane.cooking_range.energy_consumption.kwh,baseline.out.propane.heating.energy_consumption.kwh,baseline.out.propane.water_systems.energy_consumption.kwh,baseline.out.wood.heating.energy_consumption.kwh
3:30 PM,473276.3501,3271710.705,29754567.45,2097752.743,22124127.92,213040423.6,1584555.846,0,5771636.07,8214248.327,37106705.98,18572412.74,5587917.009,514517.9387,72198369.51,2281866.849,7325585.914,9545802.768,0,75585932.84,179258428.1,168421.5957,15314102.34,378379.4629,358224.2866,-8110651.315,2943930.803,0,42186688.31,0,43193173.64,3134509.188,327866985.2,40538562.15,17146398.09,30520379.53,3682254.608,3502970.839,874435653.4,5313816.623,399683.9143,6160897.862,206343319.3,979499.9406,4312712.059,51443723.36,11061367.6,0
3:45 PM,473276.3501,3293026.345,29807128.69,2067718.712,24957339.02,213593078.3,1685567.816,0,5771636.07,8214248.327,37272429.72,18605808.35,5587917.009,514517.9387,72420869.13,2290528.731,7325585.914,9545802.768,0,77340654.98,180348644.4,168421.5957,15314102.34,379397.1246,358704.8314,-7179309.414,2943930.803,0,42186688.31,0,43644990.73,3134509.188,329227314.3,41309231.14,17086497.47,34448882.8,3682254.608,3502970.839,876357768.5,5313816.623,399683.9143,6160897.862,209439291.8,996766.8654,4831520.097,51558147.63,11233682.32,0
4:00 PM,473276.3501,3317933.337,29710774.78,1986448.747,28181418.54,213756053,1829410.186,0,5771636.07,8214248.327,37353905.06,18665075.55,5587917.009,514517.9387,72548239.71,2313451.75,7325585.914,9545802.768,0,79408889.48,181629228.7,168421.5957,15314102.34,379562.3975,359508.9113,-6280367.932,2943930.803,0,42186688.31,0,44364511.15,3134509.188,330722084.7,42152962.11,17020830.12,38880540.03,3682254.608,3502970.839,878232869.6,5313816.623,399683.9143,6160897.862,214521183.2,994316.5992,5463461.355,51705632.6,11549515.5,0
4:15 PM,473276.3501,4004886.628,29370772.59,1918352.242,31486369.98,215285987.4,2021548.633,0,7552442.482,8919166.638,37836224.87,18931908.02,6067472.897,673269.6052,74520321.56,2451835.208,8651872.716,11274056.64,0,92447168.2,190705409.2,103412.5934,9403016.472,380594.6292,369090.0533,-5404406.316,2943930.803,0,45807156.32,0,45489495.32,4065322.869,336844632.3,43191310.68,16902844.27,43502983.89,4775724.992,5468890.945,889307661.7,6275875.486,518372.7531,3782854.704,219785983.4,980925.1668,6104525.816,52526432.04,11811848.84,0
4:30 PM,779859.4911,4065404.823,28875895.34,1859703.069,34471160.92,213921443.1,2324519.904,0,7552442.482,8919166.638,37681700.28,19117690.4,6067472.897,673269.6052,75024790.22,2490822.912,8651872.716,11274056.64,0,95619396.97,192696688.6,103412.5934,9403016.472,380543.9625,367827.0474,-4537244.128,2863570.009,0,45807156.32,0,46794493.78,4065322.869,340732142.2,44395167.76,16737227.81,47472892.2,4775724.992,5468890.945,896172830.4,6275875.486,518372.7531,3782854.704,225801026.5,964397.5834,6669766.412,53044895.68,12218835.71,0
4:45 PM,779859.4911,4110918.414,28203166.73,1826233.405,36857904.47,212048727.6,2725232.367,0,7552442.482,8919166.638,37444682.94,19371268.88,6067472.897,673269.6052,76038891.77,2557634.626,8651872.716,11274056.64,0,97980425.49,194214471.8,103412.5934,9403016.472,380538.017,372941.249,-3734903.19,2863570.009,0,45807156.32,0,48192038.65,4065322.869,346383390.4,45430035.98,16321504.7,50779365.23,4775724.992,5468890.945,907638554.2,6275875.486,518372.7531,3782854.704,231509863.8,950472.8697,7160290.857,53821195.85,12352152.46,0
5:00 PM,779859.4911,4155287.954,27577806.82,1803018.024,38580886.27,209570984.5,3208958.462,0,7552442.482,8919166.638,37072838.62,19636845.8,6067472.897,673269.6052,76934328.63,2637818.114,8651872.716,11274056.64,0,100365327.1,195744900.6,103412.5934,9403016.472,379284.3159,377139.1043,-3045870.182,2863570.009,0,45807156.32,0,49549972.27,4065322.869,351716471.9,46489012.04,15955519.32,52981952.83,4775724.992,5468890.945,918763708.2,6275875.486,518372.7531,3782854.704,236784600.3,927813.5903,7496079.056,54573439.35,12591610.59,0
5:15 PM,779859.4911,4954221.946,27040662.1,1787576.399,39396058.69,207596976,3777275.923,0,9408236.171,9415421.7,36966331.37,19433953.09,6405001.54,838706.0832,76126645.37,2670173.717,5977863.724,7789616.934,0,124984148.6,202984122.8,61361.94638,5579469.326,381750.5075,375834.5803,-2457411.571,2863570.009,0,48355371.62,0,50846088.46,4852443.658,348841971.8,47788172.78,15639316.97,54202142.01,5700392.614,5097926.784,909270304,4336209.008,618739.1898,2244633.076,242452190.4,889450.8803,7655054.34,53961242.01,13017377.9,0
5:30 PM,897407.6075,5033056.677,26506166.1,1789354.883,39378586.62,202987716.7,4394259.86,0,9408236.171,9415421.7,36251114.44,19674867.2,6405001.54,838706.0832,76880285.31,2683565.392,5977863.724,7789616.934,0,128711729.2,205059470.1,61361.94638,5579469.326,381098.7658,374406.3206,-1953244.952,1775274.867,0,48355371.62,0,52177114.85,4852443.658,353767742.1,48962069.38,15437487.87,54260397.32,5700392.614,5097926.784,919673307.3,4336209.008,618739.1898,2244633.076,247882533.2,861277.0566,7696306.029,54560258.72,13292078.07,0
5:45 PM,897407.6075,5086819.021,26099799.27,1812822.908,38331421.63,198258150.6,4971050.485,0,9408236.171,9415421.7,35525944.63,19977348.86,6405001.54,838706.0832,77864602.1,2734110.64,5977863.724,7789616.934,0,131228256.7,206521112.9,61361.94638,5579469.326,381342.093,377643.9098,-1500482.36,1775274.867,0,48355371.62,0,53503870.59,4852443.658,360021623.6,49726143.39,15326586.9,52993939.92,5700392.614,5097926.784,932389211.2,4336209.008,618739.1898,2244633.076,252577806.2,868146.1361,7527349.252,55439915.38,13550022.19,0
6:00 PM,897407.6075,5138959.79,25900553.73,1866755.3,36416477.04,193121239.4,5461927.729,0,9408236.171,9415421.7,34698202.89,20327702.09,6405001.54,838706.0832,79009379.81,2819016.206,5977863.724,7789616.934,0,133601119.6,207896755.3,61361.94638,5579469.326,379519.504,381951.584,-1104725.432,1775274.867,0,48355371.62,0,54555764.96,4852443.658,366846578,50415017.7,15230581.95,50427201.97,5700392.614,5097926.784,946978279.7,4336209.008,618739.1898,2244633.076,255463881.9,884353.8223,7139211.557,56384211.92,13660769.74,0
6:15 PM,897407.6075,5633909.152,25981918,1943440.807,34042285.41,189151270.8,5852952.371,0,10435961.66,9264276.814,34186923.54,20158003.52,6302074.573,930323.6404,78136642.98,2815445.644,4437535.495,5782450.593,0,163564054.1,204512948.9,36151.55708,3287159.48,381400.8311,382859.6318,-792228.9073,1775274.867,0,47578311.43,0,55346839.89,5598451.549,364342399.4,50794226.91,15197659.14,47077306.78,6576762.989,3348835.534,938608177.9,3218889.268,713863.2862,1322431.662,257573560.8,895364.7545,6681276.257,56170867.49,13840105.58,0
6:30 PM,884200.3009,5704113.657,26226535.45,2016692.957,31399261.22,182786210.3,6088476.205,0,10435961.66,9264276.814,33127157.28,20447895.07,6302074.573,930323.6404,78948902.99,2824870.881,4437535.495,5782450.593,0,166909780.6,205981992.4,36151.55708,3287159.48,379362.7901,382564.1888,-551320.3846,981180.1078,0,47578311.43,0,56073571.22,5598451.549,370033044.7,51398412.44,15371621.01,43416090.98,6576762.989,3348835.534,951681364.2,3218889.268,713863.2862,1322431.662,260643253.3,904941.236,6170245.87,56881476,14024557.43,0
6:45 PM,884200.3009,5750746.147,26637382.34,2074037.652,28674054.93,176572636.4,6169112.982,0,10435961.66,9264276.814,32115279.61,20772224.87,6302074.573,930323.6404,80014405.99,2890940.379,4437535.495,5782450.593,0,169100474,206966632.5,36151.55708,3287159.48,378643.7373,386076.2231,-379551.1633,981180.1078,0,47578311.43,0,56771991.26,5598451.549,376643964.4,52093502.03,15750816.74,39719166.66,6576762.989,3348835.534,965544641.3,3218889.268,713863.2862,1322431.662,264242061.7,924445.7353,5641891.758,57841106.71,14029160.55,0
7:00 PM,884200.3009,5806675.785,27390236.99,2129166.55,25834384.85,169908799.7,6099615.148,0,10435961.66,9264276.814,31010175.21,21128694.59,6302074.573,930323.6404,81169295.22,2971126.9,4437535.495,5782450.593,0,171769135.8,208092834.1,36151.55708,3287159.48,376462.6497,390431.898,-234171.4454,981180.1078,0,47578311.43,0,57516232.61,5598451.549,383379034.4,52489091.88,16108084.99,35850687.76,6576762.989,3348835.534,980542317.7,3218889.268,713863.2862,1322431.662,266303612,939892.5441,5087530.043,58743593.98,14238600.33,0
7:15 PM,884200.3009,6126052.846,28211196.31,2146932.18,23183833.11,165345859.7,5914346.823,0,11074494.4,9016149.282,30299747.32,21076652.87,6133310.252,987246.2439,81740110.17,2968595.593,3802643.059,4955136.84,0,190949440,198754826.7,20168.31145,1833847.876,376061.1419,395364.0499,-111632.4541,981180.1078,0,46304203.78,0,58113560.77,6134641.464,382572154.7,52881692.81,16559493.53,32185590.16,7206650.371,2071940.364,975390335.9,2758352.456,782233.3152,737761.1308,268184551.9,969048.3537,4561641.232,59020014.59,14368799.91,0
7:30 PM,967439.7505,6182544.166,29057325.57,2158282.728,20813265.79,158411738.2,5646262.042,0,11074494.4,9016149.282,29090252.43,21359488.61,6133310.252,987246.2439,82371965.7,3001313.214,3802643.059,4955136.84,0,193878120.7,199684083.2,20168.31145,1833847.876,374314.5386,392967.418,-27990.23592,646004.7462,0,46304203.78,0,58763440.1,6134641.464,387780246.3,53496608.51,16960736.9,28840738.75,7206650.371,2071940.364,987134410.2,2758352.456,782233.3152,737761.1308,271342604.3,993667.8893,4092026.759,59819944.56,14498758.33,0
7:45 PM,967439.7505,6194819.914,29742513.56,2187945.091,18628438.27,152323587.9,5310545.281,0,11074494.4,9016149.282,28031889.88,21633264.29,6133310.252,987246.2439,83242503.32,3048745.52,3802643.059,4955136.84,0,194646442,200013008.1,20168.31145,1833847.876,373950.3579,395091.7082,-6267.143986,646004.7462,0,46304203.78,0,59284211.99,6134641.464,393509723.5,54111384.96,17309987.88,25814175.19,7206650.371,2071940.364,997877440.4,2758352.456,782233.3152,737761.1308,275352123.6,1018657.375,3669639.087,60637749.99,14615770.13,0
8:00 PM,967439.7505,6229137.136,30186500.03,2186661.937,16671616.84,146494259.6,4940856.345,0,11074494.4,9016149.282,27017656.51,21914527.76,6133310.252,987246.2439,84010063.08,3119543.99,3802643.059,4955136.84,0,196597233.5,200644654.6,20168.31145,1833847.876,372224.4446,397673.8007,0,646004.7462,0,46304203.78,0,60057538.15,6134641.464,398884727,55157857.02,17614704.27,23091809.36,7206650.371,2071940.364,1009200793,2758352.456,782233.3152,737761.1308,278945284.1,1029441.601,3284245.745,61383247.59,14826704.35,0
8:15 PM,967439.7505,6148116.142,30511988.83,2177344.31,14943507.79,143152633.3,4566909.438,0,11144420.77,8825540.114,26496501.47,21962248.51,6003646.21,993479.8958,84780724.45,3246751.664,3196521.869,4165314.238,0,188299947.7,191468604.4,12336.18971,1121695.059,368622.2741,404008.202,0,646004.7462,0,45325288.65,0,60938973.31,6522480.498,399712392.8,55741637.83,17802968.37,20695223.08,7662263.031,1093798.175,1009961989,2318685.664,831686.998,451260.4485,282936594.8,1031715.195,2954017.775,61733876.57,15012192.65,0
8:30 PM,1013712.544,6158810.745,30769087.32,2134686.326,13436256.35,137592980,4197928.255,0,11144420.77,8825540.114,25517657.83,22284146.57,6003646.21,993479.8958,85592175.91,3292381.897,3196521.869,4165314.238,0,188967874.3,191697646.3,12336.18971,1121695.059,367098.7937,403460.9968,0,439264.6296,0,45325288.65,0,61695491.38,6522480.498,405442818.6,56225982.93,17814442.54,18623823.9,7662263.031,1093798.175,1024018606,2318685.664,831686.998,451260.4485,286059111.6,1020505.715,2659622.112,62661212.75,15204737.25,0
8:45 PM,1013712.544,6040102.875,30785232.25,2047858.783,12025112.7,132448827,3836510.987,0,11144420.77,8825540.114,24616998.69,22598297.87,6003646.21,993479.8958,86754559.59,3376937.5,3196521.869,4165314.238,0,182818539.1,190408162.6,12336.18971,1121695.059,365797.5051,406781.9802,0,439264.6296,0,45325288.65,0,62492187.6,6522480.498,411434871.6,56789638.97,17823766.41,16700251.25,7662263.031,1093798.175,1037281199,2318685.664,831686.998,451260.4485,288762555.8,1028383.771,2392151.411,63545158.72,15336182.16,0
9:00 PM,1013712.544,6003941.603,30438835.42,1930106.376,10707948.17,127424775.4,3469616.174,0,11144420.77,8825540.114,23730268.08,22928499.61,6003646.21,993479.8958,87749443.89,3486354.699,3196521.869,4165314.238,0,181061243.9,190042650.6,12336.18971,1121695.059,363922.1623,410573.8138,0,439264.6296,0,45325288.65,0,63264764.67,6522480.498,417293888.7,57052616.81,17732634.57,14911731.59,7662263.031,1093798.175,1051292320,2318685.664,831686.998,451260.4485,291284665.8,1021342.43,2131206.31,64388619.5,15358512.21,0
9:15 PM,1013712.544,5222876.291,29630124.23,1778170.922,9506292.48,123420910.4,3110967.954,0,10067012.56,8501840.139,23094629.46,23024707.62,5783418.405,897433.3251,88392494.87,3550690.792,2108521.325,2747565.715,0,120790650.9,175793762.1,10941.16777,994849.6347,358859.6182,417907.8353,0,439264.6296,0,43662650.9,0,63757689.48,6143957.445,418909362.6,57198395.98,17280830.54,13257089.36,7217594.289,587852.0657,1056807969,1529474.338,783421.2037,400230.2486,291553257.3,1011921.545,1864810.192,65402228.53,15436143.95,0
9:30 PM,984606.3432,5155454.871,28634628.98,1590921.783,8457337.963,117936858.5,2763489.164,0,10067012.56,8501840.139,22078404.58,23368706.66,5783418.405,897433.3251,89425851.23,3577383.954,2108521.325,2747565.715,0,117845442.8,175212489,10941.16777,994849.6347,356854.5538,417828.8409,0,301090.9937,0,43662650.9,0,63901196.91,6143957.445,424819694.9,56636873.24,16584291.13,11754698.32,7217594.289,587852.0657,1071040129,1529474.338,783421.2037,400230.2486,289119128.2,953071.299,1661095.626,66457923.04,15340170.8,0
9:45 PM,984606.3432,4898301.368,27165412.61,1404041.173,7454741.869,113128806.4,2435853.832,0,10067012.56,8501840.139,21190340.84,23706933.02,5783418.405,897433.3251,90661866.89,3626510.199,2108521.325,2747565.715,0,106932771.3,172577689.3,10941.16777,994849.6347,354809.4351,421301.7695,0,301090.9937,0,43662650.9,0,63557487.88,6143957.445,431199132.5,55817665.79,15643053.08,10382155.68,7217594.289,587852.0657,1085487253,1529474.338,783421.2037,400230.2486,284904225.3,894140.2677,1468364.108,67389526.72,14991502.18,0
10:00 PM,984606.3432,4804192.775,25294945.22,1223961.019,6497667.871,108261371.3,2097995.02,0,10067012.56,8501840.139,20295419.68,24062104.29,5783418.405,897433.3251,91929569.11,3714209.335,2108521.325,2747565.715,0,103002323.9,171588962.6,10941.16777,994849.6347,351994.6939,425760.8008,0,301090.9937,0,43662650.9,0,62594690.21,6143957.445,437156579.2,54034547.2,14573674.7,9044170.298,7217594.289,587852.0657,1100350579,1529474.338,783421.2037,400230.2486,276180338.8,830866.4054,1293119.879,68324945.75,14452877.84,0
10:15 PM,984606.3432,3964454.018,23090610.87,1053695.297,5615348.746,103275396.2,1803895.618,0,8565448.424,8459381.164,19438969.83,24029368.72,5433526.558,763574.9748,91996470.17,3881410.03,1684444.605,2194961.08,0,60014249.69,158457381,10941.16777,994849.6347,345672.7762,429128.95,0,301090.9937,0,41021098.02,0,60997014.09,5338609.201,436554720.8,51466312.55,13273096.88,7840506.423,6271514.025,356567.3474,1099491182,1221858.544,680730.5689,400230.2486,264917080.1,752851.1003,1114174.882,68601463.95,13916430.83,0
10:30 PM,1007049.865,3877485.149,20755809.07,891906.5854,4849909.415,98263377.19,1542822.19,0,8565448.424,8459381.164,18498126.56,24421703.71,5433526.558,763574.9748,93329791.17,3947035.253,1684444.605,2194961.08,0,57522483.23,157636162.4,10941.16777,994849.6347,341766.148,431415.5988,0,187464.9315,0,41021098.02,0,58745125.44,5338609.201,443871597.3,49119439.41,12021924.55,6736785.115,6271514.025,356567.3474,1116257571,1221858.544,680730.5689,400230.2486,252473878.2,659343.755,943915.5863,69795213.68,13304898.74,0
10:45 PM,1007049.865,3653133.131,18402135.2,737837.9071,4151165.919,94152134.3,1316007.948,0,8565448.424,8459381.164,17733788.51,24779019.41,5433526.558,763574.9748,94844358.63,4027638.334,1684444.605,2194961.08,0,50869142.36,155392132.2,10941.16777,994849.6347,339598.1732,436351.7747,0,187464.9315,0,41021098.02,0,56013615.47,5338609.201,450306150.9,46202358.5,10690364.61,5787444.449,6271514.025,356567.3474,1131466427,1221858.544,680730.5689,400230.2486,237432697.7,581888.3413,797154.3625,70697539.24,12382084.57,0
11:00 PM,1007049.865,3574869.056,16050093.48,609942.574,3543982.413,90067170.6,1108812.303,0,8565448.424,8459381.164,16981663.7,25161014.78,5433526.558,763574.9748,96314805.65,4125573.355,1684444.605,2194961.08,0,48526416.08,154599207.2,10941.16777,994849.6347,336101.3164,442374.0317,0,187464.9315,0,41021098.02,0,52740000.34,5338609.201,457145186,42644562.64,9397566.809,4935091.037,6271514.025,356567.3474,1147806939,1221858.544,680730.5689,400230.2486,220054672,508061.3597,682723.9851,71728262.49,11541027.33,0
11:15 PM,1007049.865,3105134.849,13784062.28,506959.7095,3057479.376,87063664.98,915414.696,0,7033876.946,7882530.385,16493921.4,24936291.17,5223404.616,627041.5916,95324462.24,4098129.116,1684416.918,2194925.002,0,26940232.65,149311507.4,10939.99783,994743.2559,329404.8297,435935.1977,0,187464.9315,0,39434755.76,0,49476104.12,4035692.25,452181042.9,39447530.92,8109911.242,4244631.131,4740916.518,197597.1182,1137731397,1221838.461,514594.5278,400187.4522,203493905.9,442518.8443,587803.4889,70523965.85,10694176.64,0
11:30 PM,1002970.711,3060565.407,11789155.96,427980.4999,2610225.295,83088395.96,754795.4145,0,7033876.946,7882530.385,15782108.76,25341256.45,5223404.616,627041.5916,97040337.09,4167575.996,1684416.918,2194925.002,0,26171985.14,148846595.5,10939.99783,994743.2559,326624.3697,443410.9684,0,151277.4199,0,39434755.76,0,45813856.43,4035692.25,460073321.4,36008200.4,6895653.607,3609005.928,4740916.518,197597.1182,1156905463,1221838.461,514594.5278,400187.4522,186593499.9,385067.9073,505641.3975,71848163.03,9765547.229,0
11:45 PM,1002970.711,2964310.238,10029296.7,359125.4184,2263035.965,79863215.12,611491.9432,0,7033876.946,7882530.385,15192022.09,25704172.87,5223404.616,627041.5916,98419957.19,4256650.25,1684416.918,2194925.002,0,24505278.7,147809533,10939.99783,994743.2559,324307.9866,448482.7636,0,151277.4199,0,39434755.76,0,41276396.32,4035692.25,466145848.7,32890676.97,5811949.637,3139071.774,4740916.518,197597.1182,1171475422,1221838.461,514594.5278,400187.4522,170608711.9,328841.5063,439894.7427,72777299.52,8920753.987,0
12:00 AM,1002970.711,2931513.071,8502162.315,294022.4156,1962484.236,76652116.83,504455.4011,0,7033876.946,7882530.385,14617275.14,26110137.86,5223404.616,627041.5916,100064595.2,4392239.675,1684416.918,2194925.002,0,23932036.31,147457383.5,10939.99783,994743.2559,321353.3388,455177.1224,0,151277.4199,0,39434755.76,0,37054009.79,4035692.25,473558362.5,30058299.96,4910752.586,2730128.529,4740916.518,197597.1182,1189208841,1221838.461,514594.5278,400187.4522,156105725.4,278303.7519,378897.6326,73934441.63,8242742.015,0